_id,Date,Total calls handled,Total calls coded,Code 1A - Referral to a Sleeping/Resting Space,Code 1B - External Transfer to AWHL,Code 1C - Referral to Eviction Prevention Service,Code 1D - Declined Shelter/Resting Space,Code 2A - Internal Transfer to CI,Code 2B - External Transfer - Homelessness-related,Code 2C - Information - Homelessness & Prevention Services,Code 2D - Information - Non-Homelessness-related,Code 3A - Shelter Space Unavailable - Family,Code 3B - Shelter Space Unavailable - Individuals/Couples,Code 3C - Follow-up / Check on Placement,Code 4A - Dead Air,Code 4B - Disconnected - No Outcome
1151,2023-12-28,754,723,5,0,1,0,3,16,48,5,25,163,360,38,59
1152,2023-12-29,704,686,3,3,0,1,0,4,56,4,22,166,362,40,25
1153,2023-12-30,771,748,5,2,0,2,1,3,44,9,5,194,399,26,58
1154,2023-12-31,624,603,39,1,0,12,1,1,61,7,7,170,231,20,53
1155,2024-01-01,578,566,68,2,0,37,2,5,57,4,16,103,202,22,48
1156,2024-01-02,917,871,61,2,2,40,0,7,67,23,34,161,361,35,78
1157,2024-01-03,801,798,23,1,3,11,2,14,87,14,20,157,407,29,30
1158,2024-01-04,904,872,29,3,4,8,0,12,76,13,21,199,389,43,75
1159,2024-01-05,702,684,7,0,3,1,2,12,62,15,19,178,317,32,36
1160,2024-01-06,782,745,3,5,0,0,3,12,64,10,12,219,345,22,50
1161,2024-01-07,683,654,2,2,0,0,1,6,66,7,4,181,336,15,34
1162,2024-01-08,1007,974,4,2,4,2,0,9,62,7,30,233,533,41,47
1163,2024-01-09,839,812,50,3,2,26,0,8,83,9,18,191,341,36,45
1164,2024-01-10,727,704,51,2,0,30,1,6,67,18,17,138,282,36,56
1165,2024-01-11,803,758,33,3,5,14,0,8,104,14,18,172,280,34,73
1166,2024-01-12,664,638,16,0,3,4,0,13,62,9,26,145,303,23,34
1167,2024-01-13,650,627,14,3,0,1,1,9,39,6,2,188,283,22,59
1168,2024-01-14,717,699,21,2,0,1,2,5,69,11,6,180,304,36,62
1169,2024-01-15,863,817,14,1,5,9,2,12,72,9,14,178,403,34,64
1170,2024-01-16,882,841,78,3,1,20,1,7,79,11,17,171,338,38,77
1171,2024-01-17,686,666,62,3,5,16,4,7,69,5,10,132,270,32,51
1172,2024-01-18,701,670,50,0,1,25,0,4,85,11,13,132,261,38,50
1173,2024-01-19,758,733,49,3,3,29,2,13,81,5,17,150,289,45,47
1174,2024-01-20,712,696,11,0,0,5,0,8,86,11,8,202,306,16,43
1175,2024-01-21,749,724,3,2,0,1,3,7,59,10,11,212,347,23,46
1176,2024-01-22,1000,956,1,4,2,3,3,2,78,20,13,197,524,48,61
1177,2024-01-23,1049,1024,1,0,1,4,2,10,100,9,9,245,517,44,82
1178,2024-01-24,770,756,3,3,4,3,3,11,69,9,15,198,348,39,51
1179,2024-01-25,783,755,3,0,2,4,3,11,81,5,26,181,349,44,46
1180,2024-01-26,720,700,1,3,0,0,1,9,70,5,13,171,363,31,33
1181,2024-01-27,861,886,9,1,0,1,1,5,74,13,9,245,437,28,63
1182,2024-01-28,834,773,4,0,2,4,2,4,59,8,6,241,360,22,61
1183,2024-01-29,1132,1098,7,3,4,1,1,15,94,9,31,266,576,34,57
1184,2024-01-30,992,958,9,1,0,0,0,6,76,18,13,253,469,45,68
1185,2024-01-31,996,963,6,3,3,0,1,7,81,7,23,227,504,55,46
1186,2024-02-01,899,889,5,4,0,1,1,7,74,7,11,243,419,49,68
1187,2024-02-02,727,698,45,2,3,19,1,11,49,9,19,120,330,56,34
1188,2024-02-03,740,702,51,4,0,25,2,0,80,8,11,162,287,33,39
1189,2024-02-04,764,739,32,0,1,7,1,9,61,8,10,205,320,24,61
1190,2024-02-05,895,873,49,4,0,21,0,12,68,4,17,158,438,46,56
1191,2024-02-06,916,878,9,1,0,5,2,0,64,8,33,233,409,58,56
1192,2024-02-07,806,783,2,1,1,3,2,8,61,8,30,207,367,49,44
1193,2024-02-08,726,702,0,2,0,0,1,5,50,5,25,211,344,27,32
1194,2024-02-09,666,655,2,2,3,2,0,10,38,5,14,198,304,41,36
1195,2024-02-10,702,665,3,3,1,2,1,0,45,6,4,240,283,32,45
1196,2024-02-11,755,742,0,0,0,0,0,4,50,4,5,206,392,37,44
1197,2024-02-12,1020,959,22,4,1,8,1,8,76,16,27,277,431,32,56
1198,2024-02-13,770,712,38,0,5,20,0,5,58,7,23,173,312,28,43
1199,2024-02-14,1172,1116,33,0,5,3,0,11,83,9,38,335,495,41,63
1200,2024-02-15,770,728,19,5,2,12,2,6,56,5,21,186,330,27,57
1201,2024-02-16,836,799,6,2,5,2,1,6,63,6,8,159,441,49,51
1202,2024-02-17,731,712,11,2,0,1,5,12,75,11,6,168,357,40,24
1203,2024-02-18,666,644,11,3,1,3,2,8,53,2,7,160,319,29,46
1204,2024-02-19,890,862,7,0,1,1,1,4,49,4,9,186,518,31,51
1205,2024-02-20,900,877,6,1,2,1,1,5,51,13,20,235,420,62,60
1206,2024-02-21,899,872,5,2,1,1,2,4,53,3,23,226,461,49,42
1207,2024-02-22,744,719,10,1,4,2,1,3,45,6,9,211,351,34,42
1208,2024-02-23,764,740,47,1,0,25,4,12,54,5,15,148,340,43,46
1209,2024-02-24,848,827,10,2,1,2,1,4,68,14,9,213,424,24,55
1210,2024-02-25,753,730,2,1,1,1,1,3,59,6,4,181,414,18,39
1211,2024-02-26,925,904,3,1,1,2,0,8,64,10,18,191,541,30,35
1212,2024-02-27,925,897,0,2,2,0,1,7,73,11,17,226,442,53,63
1213,2024-02-28,899,881,5,1,0,0,1,14,66,7,16,235,442,33,61
1214,2024-02-29,870,809,2,3,0,0,0,10,70,10,16,227,363,42,66
1215,2024-03-01,853,846,3,0,9,0,1,3,73,9,12,173,489,40,34
1216,2024-03-02,795,766,2,0,0,0,0,4,49,4,3,194,459,18,33
1217,2024-03-03,893,796,1,1,0,0,4,7,56,5,8,177,450,39,48
1218,2024-03-04,983,960,1,0,0,0,1,10,65,3,11,185,604,35,45
1219,2024-03-05,984,944,6,3,1,0,0,4,71,11,25,229,474,44,76
1220,2024-03-06,861,852,7,2,2,0,2,3,56,3,18,202,469,38,50
1221,2024-03-07,945,917,3,2,2,0,0,3,61,8,14,244,490,38,52
1222,2024-03-08,734,705,0,0,2,1,2,4,52,9,27,174,363,43,28
1223,2024-03-09,762,726,2,2,1,0,1,3,33,6,6,218,384,41,29
1224,2024-03-10,778,796,3,0,0,0,0,53,53,4,7,219,387,16,54
1225,2024-03-11,937,915,3,2,2,0,0,5,84,12,29,195,506,40,37
1226,2024-03-12,958,914,1,0,1,0,0,6,74,13,30,220,463,43,63
1227,2024-03-13,848,826,1,1,1,0,1,10,61,7,32,219,429,23,41
1228,2024-03-14,799,768,5,0,0,1,0,9,77,7,17,200,344,45,63
1229,2024-03-15,733,716,2,2,0,0,0,1,57,6,18,186,381,40,23
1230,2024-03-16,792,754,2,1,0,0,2,3,76,10,11,159,389,31,70
1231,2024-03-17,816,783,4,1,0,0,0,9,62,4,5,207,400,31,60
1232,2024-03-18,792,773,2,0,0,0,1,8,60,3,25,196,405,42,31
1233,2024-03-19,930,906,0,2,5,0,2,3,68,8,28,234,489,32,35
1234,2024-03-20,695,656,39,1,2,9,0,3,51,9,25,215,251,20,31
1235,2024-03-21,610,580,40,3,2,17,1,4,74,9,22,137,218,27,26
1236,2024-03-22,678,654,24,1,0,5,1,8,65,14,25,139,297,28,47
1237,2024-03-23,664,654,24,1,0,5,1,8,65,14,25,139,297,28,47
1238,2024-03-24,718,684,3,4,1,2,0,7,65,7,10,190,307,22,66
1239,2024-03-25,867,867,1,3,2,0,0,12,76,4,25,198,471,40,35
1240,2024-03-26,922,884,4,4,0,0,0,7,72,17,22,218,451,22,67
1241,2024-03-27,920,889,1,2,1,0,2,8,80,12,18,208,461,40,56
1242,2024-03-28,908,877,5,2,2,1,2,6,52,17,20,206,457,31,76
1243,2024-03-29,819,793,3,1,2,0,0,9,64,6,15,184,450,26,33
1244,2024-03-30,709,688,1,2,0,1,0,6,62,5,5,212,313,19,62
1245,2024-03-31,695,666,3,4,1,0,2,6,50,12,3,156,352,31,46
1246,2024-04-01,930,911,1,0,2,2,0,5,75,8,8,196,540,27,47
1247,2024-04-02,1112,1088,1,2,1,5,1,7,91,16,39,234,592,34,65
1248,2024-04-03,1027,1005,5,2,1,2,5,6,73,10,20,257,513,29,82
1249,2024-04-04,1058,1028,4,2,5,0,1,7,95,12,35,258,498,39,72
1250,2024-04-05,864,838,10,2,3,0,1,9,67,10,25,219,412,34,46
1251,2024-04-06,890,852,1,3,0,1,1,6,73,4,10,241,427,31,54
1252,2024-04-07,850,821,4,2,0,0,1,4,73,5,10,199,423,23,77
1253,2024-04-08,1091,1093,6,0,1,1,2,6,84,7,29,238,619,44,56
1254,2024-04-09,926,909,2,2,4,3,2,6,74,11,48,241,453,22,41
1255,2024-04-10,940,926,5,3,3,0,2,13,98,12,31,237,431,41,50
1256,2024-04-11,1053,1014,0,1,0,0,3,9,82,7,25,269,510,42,66
1257,2024-04-12,905,883,8,2,8,1,2,16,53,12,14,288,389,44,46
1258,2024-04-13,899,873,7,2,0,0,2,5,44,8,10,236,466,27,66
1259,2024-04-14,809,786,6,0,1,4,0,2,50,8,7,218,411,24,55
1260,2024-04-15,1044,1021,13,2,1,4,0,5,60,8,19,211,618,31,49
1261,2024-04-16,974,947,5,2,0,0,2,7,52,13,21,252,502,27,64
1262,2024-04-17,989,958,4,4,2,0,3,12,58,9,22,251,491,47,55
1263,2024-04-18,1241,1214,5,5,3,0,1,5,98,16,24,289,648,32,88
1264,2024-04-19,913,885,12,3,4,0,1,1,70,14,24,209,451,29,67
1265,2024-04-20,704,675,1,0,1,0,0,6,31,6,13,216,317,29,55
1266,2024-04-21,768,741,2,2,0,0,2,1,49,6,10,213,370,23,63
1267,2024-04-22,1231,1195,8,3,3,4,3,14,103,15,37,247,637,29,92
1268,2024-04-23,1114,1087,12,4,2,7,1,4,79,16,21,268,560,45,68
1269,2024-04-24,1132,1092,9,0,4,4,1,11,1,76,30,328,535,39,54
1270,2024-04-25,1133,1108,12,3,2,0,4,8,85,12,36,283,547,25,91
1271,2024-04-26,1059,1034,7,2,2,0,0,4,67,17,16,267,531,48,73
1272,2024-04-27,843,813,1,1,0,2,1,2,42,8,12,247,420,22,55
1273,2024-04-28,886,839,4,0,1,0,0,2,54,7,5,246,398,35,87
1274,2024-04-29,1148,1124,9,3,1,0,6,8,63,9,36,232,658,41,58
1275,2024-04-30,1205,1172,8,5,0,0,1,3,79,12,39,261,639,41,84
1276,2024-05-01,1159,1135,17,2,5,4,1,5,64,9,17,301,620,42,48
1277,2024-05-02,1013,981,15,1,5,1,1,7,66,8,15,282,476,37,67
1278,2024-05-03,1018,995,18,3,2,1,2,5,81,12,18,234,546,33,40
1279,2024-05-04,741,724,9,2,0,0,3,4,48,9,6,225,341,18,59
1280,2024-05-05,733,701,1,0,0,3,0,7,49,6,6,190,359,23,57
1281,2024-05-06,1163,1140,13,2,1,0,1,5,84,16,19,264,637,33,65
1282,2024-05-07,1190,1154,6,3,2,2,1,6,73,16,14,264,629,37,101
1283,2024-05-08,1144,1120,6,2,1,1,4,7,68,13,20,253,633,35,77
1284,2024-05-09,1061,1014,15,3,2,2,2,5,67,5,34,278,503,35,63
1285,2024-05-10,1068,1029,9,1,0,0,5,6,77,11,34,277,488,45,76
1286,2024-05-11,804,777,7,2,1,0,4,2,42,4,14,271,348,22,60
1287,2024-05-12,826,801,0,0,0,0,0,9,53,7,11,277,358,26,60
1288,2024-05-13,1259,1225,14,2,4,7,1,7,99,12,40,314,594,40,91
1289,2024-05-14,1114,1088,6,2,2,0,1,9,76,15,43,357,460,36,81
1290,2024-05-15,1031,1005,11,0,1,3,5,5,80,7,50,346,412,23,62
1291,2024-05-16,1031,985,2,1,2,0,0,9,69,,35,348,390,30,99
1292,2024-05-17,935,893,5,2,0,1,2,4,80,11,40,329,347,40,32
1293,2024-05-18,907,862,7,3,0,2,1,6,44,7,11,307,361,34,79
1294,2024-05-19,640,620,2,1,2,1,0,7,36,4,11,307,294,13,52
1295,2024-05-20,780,758,4,1,0,1,0,17,55,4,45,253,399,29,29
1296,2024-05-21,1141,1112,6,2,3,0,0,7,56,14,75,308,541,33,73
1297,2024-05-22,976,952,14,3,2,3,1,3,49,11,57,310,408,28,66
1298,2024-05-23,955,913,5,3,2,0,2,5,67,16,59,334,331,27,54
1299,2024-05-24,905,885,4,2,2,2,3,18,65,18,57,318,334,32,47
1300,2024-05-25,810,779,4,0,0,0,2,5,40,10,30,315,302,24,47
1301,2024-05-26,701,659,3,1,0,0,1,7,36,4,25,286,237,14,45
1302,2024-05-27,1208,1173,7,0,3,1,1,8,80,12,75,417,444,29,96
1303,2024-05-28,1119,1085,6,1,2,0,2,9,71,18,66,351,454,33,72
1304,2024-05-29,917,891,3,0,3,1,0,4,52,18,45,320,349,38,58
1305,2024-05-30,899,860,4,4,2,0,4,4,68,15,62,324,292,28,53
1306,2024-05-31,1027,997,2,1,3,0,2,11,80,11,51,380,371,24,61
1307,2024-06-01,859,830,4,2,0,1,0,3,44,16,20,334,317,30,59
1308,2024-06-02,759,731,4,2,0,0,0,3,37,5,22,299,291,32,36
1309,2024-06-03,1072,1043,6,4,5,2,0,13,60,9,70,314,476,16,68
1310,2024-06-04,1032,1006,9,2,2,0,5,6,68,9,75,332,396,37,65
1311,2024-06-05,994,946,8,6,2,0,0,12,64,7,47,278,432,31,59
1312,2024-06-06,970,884,5,1,2,0,1,17,8,17,64,317,362,28,62
1313,2024-06-07,999,969,3,2,3,0,0,9,63,11,53,323,417,32,53
1314,2024-06-08,775,750,8,1,0,1,0,7,43,10,15,276,322,25,42
1315,2024-06-09,824,789,3,2,0,0,1,5,31,6,21,316,319,30,55
1316,2024-06-10,1065,1027,5,2,1,0,4,4,46,10,73,323,447,37,75
1317,2024-06-11,1031,984,11,3,2,3,1,6,56,11,66,334,375,44,72
1318,2024-06-12,1022,996,4,2,1,1,1,8,49,9,48,353,382,51,87
1319,2024-06-13,1076,1024,3,5,5,1,2,4,55,4,50,342,430,39,84
1320,2024-06-14,852,820,14,2,3,1,1,3,66,13,46,227,349,36,59
1321,2024-06-15,663,628,5,0,0,,1,7,25,6,22,284,206,37,35
1322,2024-06-16,660,633,6,0,0,0,0,8,43,7,11,246,261,23,28
1323,2024-06-17,1104,1084,11,1,0,3,4,11,62,13,78,322,486,41,52
1324,2024-06-18,963,937,4,3,2,2,1,6,67,9,78,285,364,53,63
1325,2024-06-19,963,937,4,3,2,2,1,6,67,9,78,285,364,53,63
1326,2024-06-20,1126,1106,5,1,5,0,2,13,64,8,53,363,485,35,72
1327,2024-06-21,1065,1034,4,0,1,0,1,16,67,20,45,319,452,42,67
1328,2024-06-22,861,837,2,3,0,0,1,9,51,11,15,358,302,35,50
1329,2024-06-23,752,716,5,1,0,0,0,1,37,5,19,309,268,24,47
1330,2024-06-24,1241,1198,6,1,3,2,2,10,68,9,86,353,521,40,97
1331,2024-06-25,1150,1115,2,2,2,1,0,11,76,25,45,273,567,38,73
1332,2024-06-26,1048,1016,2,4,1,0,5,16,86,11,62,310,423,30,66
1333,2024-06-27,1105,1074,3,2,2,0,3,11,82,15,46,353,452,35,70
1334,2024-06-28,999,952,1,3,2,0,1,10,81,17,50,293,405,41,48
1335,2024-06-29,838,798,6,0,0,1,1,6,41,6,32,373,256,36,40
1336,2024-06-30,795,759,2,3,0,0,2,4,39,6,23,299,299,26,56
1337,2024-07-01,980,953,2,1,0,1,0,8,41,9,36,274,503,29,49
1338,2024-07-02,1268,1221,7,2,4,1,1,8,88,10,86,372,503,35,104
1339,2024-07-03,1216,1188,4,2,5,0,1,20,74,17,76,301,583,29,76
1340,2024-07-04,1216,1067,3,6,1,0,0,11,94,15,63,347,441,36,50
1341,2024-07-05,1171,1135,11,1,1,1,0,11,80,9,61,370,475,46,69
1342,2024-07-06,878,835,14,1,0,0,1,8,38,4,22,287,370,25,65
1343,2024-07-07,733,692,6,3,1,4,0,2,54,13,19,252,277,23,38
1344,2024-07-08,1114,1078,11,5,1,1,0,4,80,10,90,332,431,50,63
1345,2024-07-09,1032,1005,9,5,1,0,1,3,71,19,71,347,369,34,75
1346,2024-07-10,997,956,6,0,0,2,1,7,64,11,51,289,425,51,49
1347,2024-07-11,1020,994,8,4,1,1,4,12,76,13,44,298,425,50,58
1348,2024-07-12,889,859,8,3,2,1,1,3,85,5,62,264,310,48,67
1349,2024-07-13,689,659,2,1,0,3,0,6,49,6,12,289,235,24,32
1350,2024-07-14,715,671,1,2,0,1,1,9,26,8,14,244,279,32,54
1351,2024-07-15,1071,1025,7,3,2,1,0,8,61,15,97,308,399,48,76
1352,2024-07-16,989,949,9,6,2,3,1,4,75,6,65,299,378,42,59
1353,2024-07-17,919,901,6,2,0,1,0,9,73,16,61,236,408,32,57
1354,2024-07-18,964,927,8,2,2,1,1,2,94,5,57,343,341,33,38
1355,2024-07-19,961,941,7,3,0,1,1,9,71,9,89,346,340,29,36
1356,2024-07-20,777,743,6,1,0,3,0,10,55,10,27,269,285,22,55
1357,2024-07-21,708,687,0,2,0,0,0,2,32,7,17,219,357,24,27
1358,2024-07-22,1197,1165,2,0,2,0,0,6,91,15,74,320,528,37,90
1359,2024-07-23,1120,1093,4,0,1,1,1,8,72,11,50,414,397,62,72
1360,2024-07-24,1008,987,6,1,3,2,0,4,65,7,79,374,360,40,46
1361,2024-07-25,1059,1045,5,1,0,1,4,13,82,20,70,385,370,40,54
1362,2024-07-26,1015,1000,4,4,0,1,0,10,72,10,54,327,413,43,62
1363,2024-07-27,690,678,8,1,0,0,0,7,46,10,16,289,232,24,45
1364,2024-07-28,701,676,6,1,0,3,2,9,43,5,19,239,274,30,45
1365,2024-07-29,1114,1097,13,2,2,3,1,10,95,20,103,293,454,44,57
1366,2024-07-30,1062,1050,5,3,4,1,3,7,74,8,89,275,442,58,81
1367,2024-07-31,1048,1030,5,1,1,3,3,4,66,12,74,385,388,44,44
1368,2024-08-01,1014,960,5,2,0,1,0,14,77,16,66,343,341,35,60
1369,2024-08-02,1020,994,7,2,3,3,1,1,78,12,58,361,374,41,53
1370,2024-08-03,684,637,5,2,0,1,0,3,31,5,18,322,195,20,35
1371,2024-08-04,836,808,2,2,0,0,0,8,46,6,33,315,318,32,46
1372,2024-08-05,1006,986,6,2,0,2,0,8,42,4,52,307,458,51,54
1373,2024-08-06,1134,1104,2,1,1,0,2,10,75,2,85,307,488,58,73
1374,2024-08-07,1172,1143,13,1,2,1,2,7,71,6,84,385,456,47,68
1375,2024-08-08,1090,1051,9,5,1,2,0,3,77,9,71,385,384,40,65
1376,2024-08-09,1128,1105,6,1,1,1,0,6,77,14,92,424,388,39,56
1377,2024-08-10,784,764,2,1,0,0,1,8,34,6,28,327,273,26,58
1378,2024-08-11,868,837,4,2,2,0,2,4,35,1,21,278,398,36,54
1379,2024-08-12,1195,1167,8,1,3,3,1,6,85,11,88,362,481,46,72
1380,2024-08-13,1129,1116,33,0,5,3,0,11,83,9,38,335,495,41,63
1381,2024-08-14,1164,1128,13,4,3,2,0,10,76,11,88,392,416,44,69
1382,2024-08-15,1106,1074,8,2,1,0,2,5,66,17,73,412,392,39,57
1383,2024-08-16,990,950,5,1,0,1,1,6,32,11,16,306,485,38,48
1384,2024-08-17,838,816,3,1,0,0,2,13,61,22,38,304,306,20,46
1385,2024-08-18,791,761,5,2,0,1,0,5,53,1,23,300,291,32,48
1386,2024-08-19,1122,1094,2,3,1,0,1,7,72,9,104,327,473,39,56
1387,2024-08-20,1037,1007,4,2,1,3,2,13,86,5,76,320,381,34,80
1388,2024-08-21,1064,1047,9,7,3,1,4,10,69,5,66,308,449,36,80
1389,2024-08-22,1051,1020,9,3,3,0,0,2,70,10,41,308,457,44,73
1390,2024-08-23,992,970,6,2,1,2,0,11,68,13,65,336,369,38,59
1391,2024-08-24,720,663,6,0,0,2,0,5,28,13,21,326,192,24,46
1392,2024-08-25,707,682,8,1,0,1,0,7,37,2,22,249,298,16,41
1393,2024-08-26,1163,1135,9,2,0,0,3,9,83,23,117,301,459,44,85
1394,2024-08-27,994,962,6,0,2,3,0,7,60,15,85,279,401,35,69
1395,2024-08-28,1062,1026,6,3,3,0,1,9,63,13,82,341,388,44,73
1396,2024-08-29,1013,980,11,0,2,3,2,5,69,16,84,313,391,29,55
1397,2024-08-30,882,859,7,4,3,0,0,6,76,6,74,313,296,30,44
1398,2024-08-31,834,801,8,1,1,2,1,9,53,1,31,347,262,26,59
1399,2024-09-01,726,699,6,2,0,0,2,2,48,5,20,261,277,31,45
1400,2024-09-02,880,849,9,0,0,4,1,7,53,5,65,258,353,42,52
1401,2024-09-03,1089,1060,11,0,7,2,0,7,72,12,98,344,382,60,65
1402,2024-09-04,907,878,13,0,5,4,0,13,48,3,84,262,372,34,40
1403,2024-09-05,1046,1010,9,1,0,1,0,5,74,16,89,322,378,46,69
1404,2024-09-06,1045,1023,11,1,1,2,1,9,69,12,85,344,387,41,60
1405,2024-09-07,914,876,5,3,0,0,1,8,52,6,27,347,368,28,31
1406,2024-09-08,768,737,9,0,1,2,1,4,41,5,26,338,234,37,39
1407,2024-09-09,1057,1025,3,2,1,1,2,9,57,10,101,337,423,33,46
1408,2024-09-10,1088,1055,11,0,4,1,0,9,61,7,71,326,483,30,52
1409,2024-09-11,931,917,11,2,3,2,1,8,65,4,69,308,368,24,52
1410,2024-09-12,942,926,15,2,2,1,2,13,64,7,53,336,365,30,36
1411,2024-09-13,1080,1040,7,2,1,3,2,7,89,13,68,352,402,38,56
1412,2024-09-14,705,663,7,2,1,0,0,4,45,0,32,291,229,16,36
1413,2024-09-15,737,712,4,1,0,0,0,6,31,1,19,275,311,29,35
1414,2024-09-16,1094,983,5,4,1,0,1,11,61,18,71,288,440,36,47
1415,2024-09-17,889,868,5,0,1,2,0,5,60,13,68,295,330,43,46
1416,2024-09-18,950,934,8,0,6,3,2,5,80,10,71,258,406,37,48
1417,2024-09-19,981,909,6,2,0,1,2,8,60,7,63,335,308,51,66
1418,2024-09-20,998,967,7,0,3,0,0,7,74,7,55,400,327,39,48
1419,2024-09-21,827,798,0,0,0,0,0,10,50,6,21,302,347,17,45
1420,2024-09-22,751,736,4,2,0,5,0,8,27,2,29,267,306,31,55
1421,2024-09-23,1054,1026,4,1,1,0,6,9,61,13,76,290,457,40,68
1422,2024-09-24,1086,1063,11,1,0,2,1,8,67,7,66,400,393,36,71
1423,2024-09-25,1007,985,8,2,0,4,0,9,64,7,73,346,389,26,57
1424,2024-09-26,998,967,5,3,0,1,2,6,63,7,46,291,465,31,47
1425,2024-09-27,901,866,7,1,0,1,3,7,53,12,63,300,338,31,50
1426,2024-09-28,798,764,5,3,0,0,1,6,42,1,27,295,298,29,57
1427,2024-09-29,825,791,2,4,0,1,0,7,31,9,13,189,462,23,50
1428,2024-09-30,1010,987,6,3,3,0,2,11,50,7,73,321,429,38,44
1429,2024-10-01,1082,1051,11,1,5,6,1,7,54,4,67,350,430,47,68
1430,2024-10-02,953,919,11,2,1,1,3,13,52,12,61,324,369,33,37
1431,2024-10-03,924,900,7,2,2,1,0,2,57,9,65,295,369,34,57
1432,2024-10-04,1046,993,6,1,2,0,1,6,74,8,43,333,414,36,69
1433,2024-10-05,825,787,3,1,1,0,0,17,42,10,18,252,342,36,65
1434,2024-10-06,730,704,5,0,0,2,2,8,44,4,20,226,339,16,38
1435,2024-10-07,1016,982,9,1,0,0,1,7,63,10,58,300,448,28,57
1436,2024-10-08,1075,1052,4,2,4,0,1,8,59,8,82,301,459,53,71
1437,2024-10-09,983,954,5,1,1,0,1,9,39,10,115,364,335,39,35
1438,2024-10-10,1074,1032,5,3,3,3,1,5,55,17,87,366,387,38,62
1439,2024-10-11,940,921,8,2,1,0,0,4,70,9,82,284,385,25,51
1440,2024-10-12,749,716,4,3,1,1,1,4,34,5,30,241,337,21,34
1441,2024-10-13,706,675,7,1,0,0,0,6,32,7,24,304,242,21,31
1442,2024-10-14,817,794,1,3,0,0,2,4,24,1,50,290,350,45,24
1443,2024-10-15,1036,1011,6,1,4,1,1,5,46,13,85,284,450,56,59
1444,2024-10-16,1128,1082,3,2,1,3,2,12,75,16,60,395,408,41,64
1445,2024-10-17,1078,1057,3,0,1,0,1,15,61,6,46,383,462,32,47
1446,2024-10-18,936,923,2,1,4,0,1,2,53,12,60,320,397,24,47
1447,2024-10-19,806,773,2,2,0,1,0,10,38,1,27,289,308,56,39
1448,2024-10-20,769,746,4,2,0,0,1,6,40,3,30,293,294,25,48
1449,2024-10-21,970,960,6,3,1,0,1,4,59,6,118,296,394,22,50
1450,2024-10-22,954,927,6,0,3,3,0,10,47,6,51,314,408,34,45
1451,2024-10-23,1002,960,4,3,2,2,4,7,41,4,68,345,381,40,59
1452,2024-10-24,970,945,4,1,0,0,1,4,63,5,69,308,390,45,55
1453,2024-10-25,805,785,3,0,0,1,1,7,37,5,61,295,312,25,38
1454,2024-10-26,749,717,4,1,0,1,2,7,40,4,30,263,280,38,47
1455,2024-10-27,705,689,6,0,0,0,1,4,34,3,20,305,260,21,35
1456,2024-10-28,1007,994,2,1,3,0,1,3,75,12,81,300,434,25,57
1457,2024-10-29,1040,1005,9,4,2,0,5,5,51,5,78,315,397,49,85
1458,2024-10-30,997,984,8,1,2,6,0,9,65,11,49,260,480,26,67
1459,2024-10-31,933,917,4,1,0,0,0,6,51,9,47,335,372,38,54
1460,2024-11-01,931,916,9,1,3,1,1,8,46,6,54,371,309,35,72
1461,2024-11-02,866,837,13,0,0,4,2,11,39,6,13,325,328,39,57
1462,2024-11-03,752,729,5,2,1,1,3,8,35,7,29,299,266,41,32
1463,2024-11-04,1048,1032,17,1,1,4,2,6,56,15,92,383,393,20,42
1464,2024-11-05,995,975,6,2,0,4,4,9,60,17,77,337,371,33,55
1465,2024-11-06,887,868,14,3,0,1,1,4,62,9,59,298,330,28,59
1466,2024-11-07,801,782,4,4,1,5,1,3,36,23,61,243,315,43,43
1467,2024-11-08,906,888,6,0,0,5,1,4,64,8,54,340,328,29,49
1468,2024-11-09,752,729,9,1,0,2,2,9,46,5,18,273,290,28,46
1469,2024-11-10,610,599,6,2,0,1,1,1,47,11,19,244,209,20,38
1470,2024-11-11,931,925,7,4,2,1,2,16,59,12,93,271,378,22,58
1471,2024-11-12,927,918,10,2,1,4,3,6,58,13,74,289,345,30,83
1472,2024-11-13,979,964,14,3,2,0,3,7,85,16,62,304,397,19,52
1473,2024-11-14,1001,979,5,0,3,0,1,4,79,10,71,362,354,47,43
1474,2024-11-15,944,909,24,1,1,2,2,8,53,4,48,324,355,28,59
1475,2024-11-16,725,703,20,3,0,3,1,3,66,6,25,269,243,22,42
1476,2024-11-17,644,630,9,10,0,2,0,1,26,1,26,259,246,19,31
1477,2024-11-18,992,969,32,3,3,15,2,6,64,9,61,280,396,29,69
1478,2024-11-19,793,779,28,2,1,11,1,4,57,11,53,209,321,39,42
1479,2024-11-20,759,742,33,2,2,8,1,5,51,10,70,225,264,19,52
1480,2024-11-21,709,700,36,1,1,12,3,8,56,12,54,208,214,35,60
1481,2024-11-22,670,654,23,2,1,4,4,4,59,14,44,224,217,18,40
1482,2024-11-23,529,503,24,1,1,6,2,4,44,8,23,195,139,26,30
1483,2024-11-24,507,500,11,3,1,2,0,4,38,5,26,177,176,22,35
1484,2024-11-25,796,776,15,5,3,3,3,10,65,7,97,250,257,22,39
1485,2024-11-26,860,826,23,3,5,6,0,16,75,19,57,220,297,34,71
1486,2024-11-27,720,700,24,1,0,6,1,9,53,7,79,230,204,35,51
1487,2024-11-28,657,628,21,1,1,0,1,7,73,8,46,211,231,14,36
1488,2024-11-29,649,634,21,3,2,7,1,9,61,10,47,196,222,20,35
